央视频道,#genre#
湖北卫视,https://tzh911.qzz.io/play-smt.php?id=hubei
湖北卫视,https://smt.passwdword.xyz/Smart.php?id=hubei
海峡卫视,https://mytvsuper.858.qzz.io/jump?url=https://mytv.passwdword.xyz/mytv265.php?id=FJTV
海峡卫视,https://mytv.passwdword.xyz/mytv265.php?id=FJTV
☘️港·澳·台,#genre#
凤凰中文,https://tzh911.qzz.io/play-smt.php?id=phoenixtv_hd
凤凰中文,https://smt.passwdword.xyz/Smart.php?id=phoenixtv_hd
凤凰资讯,https://tzh911.qzz.io/play-smt.php?id=phoenixinfo_hd
凤凰资讯,https://smt.passwdword.xyz/Smart.php?id=phoenixinfo_hd
凤凰香港,https://tzh911.qzz.io/play-smt.php?id=hkphoenix_twn
凤凰香港,https://smt.passwdword.xyz/Smart.php?id=hkphoenix_twn
TVB无线新闻,https://mytvsuper.858.qzz.io/jump?url=https://mytv.passwdword.xyz/mytv265.php?id=C
TVB无线新闻,https://tzh911.qzz.io/play-smt.php?id=inews_twn
TVB无线新闻,https://smt.passwdword.xyz/Smart.php?id=inews_twn
TVB无线新闻,https://mytv.passwdword.xyz/mytv265.php?id=C
TVB星河,https://smt.passwdword.xyz/Smart.php?id=Xinhe
TVBS,https://4gtvmobile-mozai.4gtv.tv/bKrYsystixp7z30EMsfeKlg7D8NM9ZBU2pjEMNHnrDU%3d/index.m3u8?token=hglhaJmEnpMCtNBDlV4IGw&expires=1763964426&token1=LqWVQ2xbeg5j67swwBrdAw&expires1=1763964426&refer=OWZmMTUwYWEtNGY4ZC00NzgxLWJlNjItMTUyZGM2ODBkMzdk&y=0
TVBS,https://tzh911.qzz.io/play-smt.php?id=tvbs
TVBS,https://smt.passwdword.xyz/Smart.php?id=tvbs
TVBS新闻台,https://4gtvmobile-mozai.4gtv.tv/8lBuW6kARNcvD7cVaiovIdw469NJjQmz4pW_tnft56E%3d/index.m3u8?token=qGj6RwyQ2uB26iRZBgwyRQ&expires=1763964358&token1=iu-M-99Zmb9TpuAPytrvYA&expires1=1763964358&refer=NDI5ODM4NjktMDRjOS00MmYzLWJmYTctMzJjMDZjOTk3NWE1&y=0
TVBS新闻台,https://smt.passwdword.xyz/Smart.php?id=tvbs_n
TVBS欢乐台,https://smt.passwdword.xyz/Smart.php?id=tvbshuanle_twn
台视,https://edgeone.passwdword.xyz/ofiii.php?token=passwd&id=4gtv-4gtv066
台视,https://smt.passwdword.xyz/Smart.php?id=ttv_taiwan
台视新闻,https://edgeone.passwdword.xyz/ofiii.php?token=passwd&id=4gtv-4gtv051
台视新闻,https://tzh911.qzz.io/play-smt.php?id=ttvnews_twn
台视新闻,https://smt.passwdword.xyz/Smart.php?id=ttvnews_twn
台视综合,https://tzh911.qzz.io/play-smt.php?id=ttvzhonghe
民视,https://4gtvmobile-mozai.4gtv.tv/JPFGW2IcI30gqxOS-Fbb0UsfzBAoeKvTuuad18cZd6g%3d/index.m3u8?token=MSxIGvQFH52woUZziIZBLQ&expires=1763964075&token1=8TW6jh50WUGNC8-CQnbB0w&expires1=1763964075&refer=YzRhYjFkYmMtYTIyYi00NzgzLTg0YWQtNzg3NWZjNzg0ZmIz&y=0
民视,https://smt.passwdword.xyz/Smart.php?id=ftvhd_taiwan
民视新闻,https://4gtvmobile-mozai.4gtv.tv/5SVLwxkBDYRvKy85pVj6UkzDy9dorIyd4_yU1s5bu1Y%3d/index.m3u8?token=oZz__pVb_NndzMw2G4WlvA&expires=1763964340&token1=dBWEe8RksCgBh3s5hJnqyw&expires1=1763964340&refer=N2Q1ZjI4OWQtZWU1MS00MzZiLWFiZGMtZmMxZjExNmNiMjI2&y=0
民视新闻,https://tzh911.qzz.io/play-smt.php?id=ftvnew_taiwan
民视新闻,https://smt.passwdword.xyz/Smart.php?id=ftvnew_taiwan
龙华偶像,https://tzh911.qzz.io/play-smt.php?id=lunghuaidol_twn
龙华偶像,https://smt.passwdword.xyz/Smart.php?id=lunghuaidol_twn
龙华戏剧,https://tzh911.qzz.io/play-smt.php?id=lunghuaxiju_twn
龙华戏剧,https://smt.passwdword.xyz/Smart.php?id=lunghuaxiju_twn
龙华经典,https://tzh911.qzz.io/play-smt.php?id=lunghuajingdian_twn
天映经典,https://tzh911.qzz.io/play-smt.php?id=Celestial2
天映经典,https://smt.passwdword.xyz/Smart.php?id=Celestial2
天映频道,https://tzh911.qzz.io/play-smt.php?id=Celestial
天映频道,https://tzh911.qzz.io/play-smt.php?id=Celestialindo
纬来电影台,https://smt.passwdword.xyz/Smart.php?id=videolandmovie
纬来日本,https://tzh911.qzz.io/play-smt.php?id=videolandjapan
纬来体育,https://tzh911.qzz.io/play-smt.php?id=videolandsport
中视经典,https://tzh911.qzz.io/play-smt.php?id=zhongshi_twn
中视新闻,https://tzh911.qzz.io/play-smt.php?id=zhongshinews_twn
中视新闻,https://smt.passwdword.xyz/Smart.php?id=zhongshinews_twn
中天新聞台,https://4gtvmobile-mozai.4gtv.tv/lO57eaujy-TZUvSG85My9LWKqzNC3bdoWmnRX794kqY%3d/index.m3u8?token=KsOMYdPHDWnTCUXmLT-sMw&expires=1763964381&token1=L6v3wRh1mPSIGDkaKe0xWw&expires1=1763964381&refer=NWE0MTlhZmItMzAyMC00MzBhLTk1NjctNDI5OTFmMjhmNTYx&y=0
中天新聞台,https://edgeone.passwdword.xyz/ofiii.php?token=passwd&id=4gtv-4gtv009
中天新聞台,https://tzh911.qzz.io/play-smt.php?id=ctinews
中天亚洲,https://tzh911.qzz.io/play-smt.php?id=ctiasia_twn
中天娱乐,https://tzh911.qzz.io/play-smt.php?id=ctient
中视,https://4gtvmobile-mozai.4gtv.tv/araP5-SsXvqc5ztNvmJ4k1d0e656XFfhEYnK8MR5goc%3d/index.m3u8?token=LmILgOLzfT48bCUwl1MRfg&expires=1763964093&token1=sNlyaBxt4IwaV-lgBBH-wg&expires1=1763964093&refer=OTA1ZDgxNmUtMzM3OC00NWY5LTkzNmUtNzAwOWVmNmUxMjQz&y=0
中视,https://edgeone.passwdword.xyz/ofiii.php?token=passwd&id=4gtv-4gtv040
中视,https://smt.passwdword.xyz/Smart.php?id=zhongshihd_twn
非凡新闻,https://tzh911.qzz.io/play-smt.php?id=feifannews_twn
东森电影,https://tzh911.qzz.io/play-smt.php?id=ettvmovie
中天亚洲台,https://smt.passwdword.xyz/Smart.php?id=ctiasia_twn
大爱2,https://smt.passwdword.xyz/Smart.php?id=daai2_twn
ROCK Action,https://4gtvmobile-mozai.4gtv.tv/NO1lfxaTOXLQcqh03HQw-oZ4gQWbqFTYFPATv3unjMA%3d/index.m3u8?token=KpPLWYGqyfZwAdzyqA1JEA&expires=1763964794&token1=yS_dvqSJbFjOmTbjEwSh0g&expires1=1763964794&refer=OWI5ZmE1NDEtNDY3Zi00ZmUxLTk5MTItYjlhMTNjNzIzYjg3&y=0
寰宇新聞台,https://4gtvmobile-mozai.4gtv.tv/N28QaiDcQIi6okLYfQouYf89yX_dVSeWk0vd4oZDEgY%3d/index.m3u8?token=uc89YJobdIVupEICfVm20w&expires=1763964397&token1=ogJV6ESG1ue7iv9RSPxOJQ&expires1=1763964397&refer=NzNhMDU2NzMtMzYzZC00MTNmLWIwNmMtOGNmMTBhNGMwOTUx&y=0
寰宇新聞台,https://edgeone.passwdword.xyz/ofiii.php?token=passwd&id=litv-longturn14
明珠台,https://mytvsuper.858.qzz.io/jump?url=https://mytv.passwdword.xyz/mytv265.php?id=P
明珠台,https://tzh911.qzz.io/play-smt.php?id=pearl_twn
明珠台,https://smt.passwdword.xyz/Smart.php?id=pearl_twn
明珠台,https://mytv.passwdword.xyz/mytv265.php?id=P
翡翠台,https://mytvsuper.858.qzz.io/jump?url=https://mytv.passwdword.xyz/mytv265.php?id=J
翡翠台,https://mytvsuper.858.qzz.io/jump?url=https://mytv.passwdword.xyz/mytv265.php?id=JUHD
翡翠台,https://tzh911.qzz.io/play-smt.php?id=jade_twn
翡翠台,https://tzh911.qzz.io/play-smt.php?id=Jade_xue
翡翠台,https://smt.passwdword.xyz/Smart.php?id=jade_twn
翡翠台,https://smt.passwdword.xyz/Smart.php?id=Jade_xue
翡翠台,https://mytv.passwdword.xyz/mytv265.php?id=J
翡翠台,https://mytv.passwdword.xyz/mytv265.php?id=JUHD
華視,https://4gtvmobile-mozai.4gtv.tv/9oytOo8F0KGgUwYqpEZgtMs2oRysurz98snXuK45L9Y%3d/index.m3u8?token=wPZ-q0pQc3IaKfp4pjqRuw&expires=1763964109&token1=M411Zp2ONz0rkWOwI68RwA&expires1=1763964109&refer=ZDExZjc0MjctZjZhMi00ODA4LWIwZDctOTZkMjBlMGIxYmJh&y=0
華視,https://edgeone.passwdword.xyz/ofiii.php?token=passwd&id=4gtv-4gtv041
靖天電影台,https://4gtvmobile-mozai.4gtv.tv/U77_6585iVMialynz3nHvuxPwKdj1HFeJUX1BgJWuco%3d/index.m3u8?token=rl1f7L3ZPjc0MJJ9uqcWYw&expires=1763964817&token1=yWcyLNP4Np37qT3uESzzyA&expires1=1763964817&refer=ODNiZGRhMzQtZGY5OS00ZDFhLWI0NjMtYWFhZjE5ZDViNTE5&y=0
龍華日韓台,https://edgeone.passwdword.xyz/ofiii.php?token=passwd&id=litv-longturn11
龍華經典台,https://edgeone.passwdword.xyz/ofiii.php?token=passwd&id=litv-longturn21
龍華電影台,https://edgeone.passwdword.xyz/ofiii.php?token=passwd&id=litv-longturn03
DW,https://mytvsuper.858.qzz.io/jump?url=https://mytv.passwdword.xyz/mytv265.php?id=CDW1
DW,https://smt.passwdword.xyz/Smart.php?id=dw_twn
DW,https://smt.passwdword.xyz/Smart.php?id=dw_twn
DW,https://mytv.passwdword.xyz/mytv265.php?id=CDW1
France 24,https://tzh911.qzz.io/play-smt.php?id=france24_twn
France 24,https://tzh911.qzz.io/play-smt.php?id=france24_twn
KIX,https://mytvsuper.858.qzz.io/jump?url=https://mytv.passwdword.xyz/mytv265.php?id=CKIX
KIX,https://mytv.passwdword.xyz/mytv265.php?id=CKIX
Nick Jr,https://tzh911.qzz.io/play-smt.php?id=Nickjr
Nick Jr,https://tzh911.qzz.io/play-smt.php?id=Nickjr
Nick Jr,https://tzh911.qzz.io/play-smt.php?id=Nickjr
Nickelodeon,https://tzh911.qzz.io/play-smt.php?id=Nickelodeon
Nickelodeon,https://tzh911.qzz.io/play-smt.php?id=Nickelodeon
Nickelodeon,https://tzh911.qzz.io/play-smt.php?id=Nickelodeon
ROCK Action,https://4gtvmobile-mozai.4gtv.tv/NO1lfxaTOXLQcqh03HQw-oZ4gQWbqFTYFPATv3unjMA%3d/index.m3u8?token=KpPLWYGqyfZwAdzyqA1JEA&expires=1763964794&token1=yS_dvqSJbFjOmTbjEwSh0g&expires1=1763964794&refer=OWI5ZmE1NDEtNDY3Zi00ZmUxLTk5MTItYjlhMTNjNzIzYjg3&y=0
Thrill,https://tzh911.qzz.io/play-smt.php?id=Thrill
Thrill,https://tzh911.qzz.io/play-smt.php?id=Thrill
Thrill,https://tzh911.qzz.io/play-smt.php?id=Thrill
华视,https://smt.passwdword.xyz/Smart.php?id=ctshd_twn
靖天国际,https://tzh911.qzz.io/play-smt.php?id=jingtianintl_twn
靖天卡通台,https://4gtvmobile-mozai.4gtv.tv/kzrz_PdW7NrCiNduDrWqlc3iTdn5M7Evqoq7cOIYrmI%3d/index.m3u8?token=uF3E5Yog-FCmfRF8b0YaiQ&expires=1763964283&token1=bGCZzJdfEx50MMdursFzAg&expires1=1763964283&refer=Y2IyOGVhOGMtMjA2OC00OGU0LWE4NjgtMGUxMzBmMjA4NzA1&y=0
靖天卡通台,https://smt.passwdword.xyz/Smart.php?id=jingtiancartoon_twn
靖天卡通台,https://smt.passwdword.xyz/Smart.php?id=jingtiancartoon_twn
龙华戏剧,https://tzh911.qzz.io/play-smt.php?id=lunghuaxiju_twn
龙华戏剧,https://smt.passwdword.xyz/Smart.php?id=lunghuaxiju_twn
龙华洋片,https://tzh911.qzz.io/play-smt.php?id=lunghuawestern_twn
龙华洋片,https://tzh911.qzz.io/play-smt.php?id=lunghuawestern_twn
美亚电影台,https://mytvsuper.858.qzz.io/jump?url=https://mytv.passwdword.xyz/mytv265.php?id=CMAM
美亚电影台,https://tzh911.qzz.io/play-smt.php?id=meiyamovie_twn
美亚电影台,https://tzh911.qzz.io/play-smt.php?id=meiyamovie_twn
美亚电影台,https://smt.passwdword.xyz/Smart.php?id=meiyamovie_twn
美亚电影台,https://smt.passwdword.xyz/Smart.php?id=meiyamovie_twn
美亚电影台,https://mytv.passwdword.xyz/mytv265.php?id=CMAM
民视,https://4gtvmobile-mozai.4gtv.tv/JPFGW2IcI30gqxOS-Fbb0UsfzBAoeKvTuuad18cZd6g%3d/index.m3u8?token=MSxIGvQFH52woUZziIZBLQ&expires=1763964075&token1=8TW6jh50WUGNC8-CQnbB0w&expires1=1763964075&refer=YzRhYjFkYmMtYTIyYi00NzgzLTg0YWQtNzg3NWZjNzg0ZmIz&y=0
民视,https://smt.passwdword.xyz/Smart.php?id=ftvhd_taiwan
民视新闻,https://4gtvmobile-mozai.4gtv.tv/5SVLwxkBDYRvKy85pVj6UkzDy9dorIyd4_yU1s5bu1Y%3d/index.m3u8?token=oZz__pVb_NndzMw2G4WlvA&expires=1763964340&token1=dBWEe8RksCgBh3s5hJnqyw&expires1=1763964340&refer=N2Q1ZjI4OWQtZWU1MS00MzZiLWFiZGMtZmMxZjExNmNiMjI2&y=0
民视新闻,https://tzh911.qzz.io/play-smt.php?id=ftvnew_taiwan
民视新闻,https://smt.passwdword.xyz/Smart.php?id=ftvnew_taiwan
年代新闻,https://tzh911.qzz.io/play-smt.php?id=niandainews_twn
台视新闻,https://edgeone.passwdword.xyz/ofiii.php?token=passwd&id=4gtv-4gtv051
台视新闻,https://tzh911.qzz.io/play-smt.php?id=ttvnews_twn
台视新闻,https://smt.passwdword.xyz/Smart.php?id=ttvnews_twn
亚洲TLC,https://tzh911.qzz.io/play-smt.php?id=tlc_twn
亚洲美食,https://tzh911.qzz.io/play-smt.php?id=afc_twn
亚洲美食,https://tzh911.qzz.io/play-smt.php?id=afc_twn
☘️地方影视,#genre#
龙华电影,https://tzh911.qzz.io/play-smt.php?id=xingwei_movie
龙华电影,https://tzh911.qzz.io/play-smt.php?id=xingwei_movie
龙华电影,https://smt.passwdword.xyz/Smart.php?id=xingwei_movie
龙华电影,https://smt.passwdword.xyz/Smart.php?id=xingwei_movie
其他,#genre#
007情報員-FastTV飛速看,https://4gtvmobile-mozai.4gtv.tv/jL4StgK53PkscU4Tr3Dfi-zEEFj47nnFtHA1owRbjJssXV16J9dgDESmGF5KPcbA/index.m3u8?token=69rigvUoldP8vUp9HTh1tg&expires=1763965295&token1=vpfvS3zOHVSv9R3zva4k_Q&expires1=1763994095&refer=ZDI0N2FhZjMtMzg0ZS00MjA5LWExZWItODllODcwNjIxMjNm&y=2021
021新唐人亞太台,https://smart.dxjc.pp.ua/smt.php?id=Channel5HD
021新唐人亞太台,https://smart.dxjc.pp.ua/smt.php?id=Channel8HD
021新唐人亞太台,https://smart.dxjc.pp.ua/smt.php?id=Suria
021新唐人亞太台,https://smart.dxjc.pp.ua/smt.php?id=ChannelU
021新唐人亞太台,https://smart.dxjc.pp.ua/smt.php?id=Vasantham
021新唐人亞太台,https://smart.dxjc.pp.ua/smt.php?id=cna
021新唐人亞太台,https://smart.dxjc.pp.ua/smt.php?id=cna_twn
021新唐人亞太台,https://smart.dxjc.pp.ua/smt.php?id=Mewatch_ch5
021新唐人亞太台,https://smart.dxjc.pp.ua/smt.php?id=Mewatch_ch8
021新唐人亞太台,https://smart.dxjc.pp.ua/smt.php?id=Mewatch_chU
11點熱吵店,https://edgeone.passwdword.xyz/ofiii.php?token=passwd&id=ofiii143
11點熱吵店-FastTV飛速看,https://4gtvmobile-mozai.4gtv.tv/IQG7BR6R_vk5gz7tyUC2af7jjbR2e-Vmxy-th41_xZMg54suSQJ1TpRXEgQTXYI4sNkfZuJlEdR_kE7ERxo_Kg%3d%3d/index.m3u8?token=v7O0ufLE6tmmwrxbf0gXwQ&expires=1763965400&token1=datge--3My60mdZvgSkF3g&expires1=1763994200&refer=MDEzMTA0YTItMjk2Yy00YzNmLTg1ZTctY2UwMGUwNWMyOThi&y=2025
1905电影频道,https://smart.dxjc.pp.ua/smt.php?id=hbohd_twn
1905电影频道,https://smart.dxjc.pp.ua/smt.php?id=hbohit_twn
1905电影频道,https://smart.dxjc.pp.ua/smt.php?id=hollywoodmovies_twn
1905电影频道,https://smart.dxjc.pp.ua/smt.php?id=cinemax_twn
1905电影频道,https://smart.dxjc.pp.ua/smt.php?id=Cinemax
1905电影频道,https://smart.dxjc.pp.ua/smt.php?id=axn_twn
1905电影频道,https://smart.dxjc.pp.ua/smt.php?id=daai2_twn
1905电影频道,https://smart.dxjc.pp.ua/smt.php?id=ettvmovie
1905电影频道,https://smart.dxjc.pp.ua/smt.php?id=ettvwestern
1905电影频道,https://smart.dxjc.pp.ua/smt.php?id=lunghuawestern_twn
2025雙北世壯運-FastTV飛速看,https://4gtvmobile-mozai.4gtv.tv/8d99xBRdqkINXVF_XQqpZ5XLDNSrEgAu-OxhYTyfx8g1NczKpWasOCutXnf0w282PcIvMq4E1Gxx6BfJIzs1zQ%3d%3d/index.m3u8?token=zqVmKa629MR3xXfXPRwVZw&expires=1763965611&token1=Z_oKYckA23dO_dPApj01Pw&expires1=1763994411&refer=MGFkOGJhMjctMTUyOC00NjAzLWE3NGUtZDg4OGI3ZWQ3Mzg2&y=2025
5566偶像劇-FastTV飛速看,https://4gtvmobile-mozai.4gtv.tv/bx6V3BM0cuGJ3YKVBeR-eNM9SU_hfXJaXmHwEzIxDF-2befApAGZ3EZW9_ciPFzq/index.m3u8?token=CarG-Y4kd10HiIdl4VNgJg&expires=1763965173&token1=cpoUJCkAVVy-_5YCGoI4FA&expires1=1763993973&refer=NzYzOGM3YzctOGJjMS00ZTllLTk0MTktNzRkYjBlYjIyMjhh&y=2022
ABC News,https://tzh911.qzz.io/play-smt.php?id=abcnews_glo
ABCNEWSLIVE,https://smt.passwdword.xyz/Smart.php?id=abcnews_glo
Adithya,https://tzh911.qzz.io/play-smt.php?id=Adithya
ADITHYA,https://smt.passwdword.xyz/Smart.php?id=Adithya
AEC,https://tzh911.qzz.io/play-smt.php?id=AEC
AEC,https://smt.passwdword.xyz/Smart.php?id=AEC
AFC 亚洲旅游台,https://tzh911.qzz.io/play-smt.php?id=asiatravel_twn
Al-Hijrah,https://tzh911.qzz.io/play-smt.php?id=Alhijrah
Al-Hijrah backup,https://tzh911.qzz.io/play-smt.php?id=Alhijrah_backup
Al-Jazeera,https://tzh911.qzz.io/play-smt.php?id=aljazeera_twn
Al-Jazeera,https://tzh911.qzz.io/play-smt.php?id=aljazeera_twn
Al-Jazeera,https://tzh911.qzz.io/play-smt.php?id=aljazeera_twn
ALHIJRAH,https://smt.passwdword.xyz/Smart.php?id=Alhijrah
ALHIJRAH,https://smt.passwdword.xyz/Smart.php?id=Alhijrah_backup
ALJAZEERAENGLISH,https://smt.passwdword.xyz/Smart.php?id=aljazeera_twn
ALJAZEERAENGLISH,https://smt.passwdword.xyz/Smart.php?id=aljazeera_twn
ALJAZEERAENGLISH,https://smt.passwdword.xyz/Smart.php?id=aljazeera_twn
AlQuran AlKareem,https://tzh911.qzz.io/play-smt.php?id=AlQuran
Amarin,https://tzh911.qzz.io/play-smt.php?id=amarin_pat
amc電影台,https://4gtvmobile-mozai.4gtv.tv/Nu7ZQCLS-4InSJdjj9G8yuN8STDINrBrgR-x87z3dHs%3d/index.m3u8?token=-2aWfUzd-UXdtKlUbRU80Q&expires=1763964833&token1=4XMeJ4_s7jO9NsxEb5opfg&expires1=1763964833&refer=NGRlNmRlMWQtM2YzZS00MmI2LTk3MTYtMjQ3MmE5Mjk1NWIw&y=0
Animal Planet (Eng),https://tzh911.qzz.io/play-smt.php?id=AnimalPlanet
Animal Planet (Eng),https://tzh911.qzz.io/play-smt.php?id=AnimalPlanet
Animal Planet (Eng),https://tzh911.qzz.io/play-smt.php?id=AnimalPlanet
Animal_Planet,https://tzh911.qzz.io/play-smt.php?id=animalplanet_twn
Animax,https://tzh911.qzz.io/play-smt.php?id=Animax
Animax,https://tzh911.qzz.io/play-smt.php?id=Animax
Animax,https://tzh911.qzz.io/play-smt.php?id=Animax
ANIMAX,https://mytvsuper.858.qzz.io/jump?url=https://mytv.passwdword.xyz/mytv265.php?id=CANI
ANIMAX,https://smt.passwdword.xyz/Smart.php?id=Animax
ANIMAX,https://smt.passwdword.xyz/Smart.php?id=Animax
ANIMAX,https://smt.passwdword.xyz/Smart.php?id=Animax
ANIMAX,https://mytv.passwdword.xyz/mytv265.php?id=CANI
AnTV,https://tzh911.qzz.io/play-smt.php?id=Antv
AOD,https://tzh911.qzz.io/play-smt.php?id=Aodhd
AOD,https://smt.passwdword.xyz/Smart.php?id=Aodhd
Arena,https://tzh911.qzz.io/play-smt.php?id=Arena
Arena,https://tzh911.qzz.io/play-smt.php?id=Arena
Arena 2,https://tzh911.qzz.io/play-smt.php?id=Arena2
Arena 2,https://tzh911.qzz.io/play-smt.php?id=Arena2
ARENABOLA2,https://smt.passwdword.xyz/Smart.php?id=Arena
ARENABOLA2,https://smt.passwdword.xyz/Smart.php?id=Arena
Arirang,https://tzh911.qzz.io/play-smt.php?id=arirang_twn
ARIRANGTV,https://mytvsuper.858.qzz.io/jump?url=https://mytv.passwdword.xyz/mytv265.php?id=CARI
ARIRANGTV,https://mytv.passwdword.xyz/mytv265.php?id=CARI
ARIRANG阿里郎頻道,https://4gtvmobile-mozai.4gtv.tv/y8FnG4Senn1qwdHGPqeLrw23QMVVNEvTNloXSbWbk7k%3d/index.m3u8?token=-OdPeX0JWSNXRFR0uAzhKQ&expires=1763964192&token1=qiIZWpG3sZhOs-NpiqFiMg&expires1=1763964192&refer=MTZjNWY1ZDYtN2EyNC00ZjI2LTg1ZTEtYzQ4NTU4Zjc3ZmFh&y=0
ARIRANG阿里郎频道,https://smt.passwdword.xyz/Smart.php?id=arirang_twn
Asia Travel,https://tzh911.qzz.io/play-smt.php?id=asiatravel_twn
Asianet,https://tzh911.qzz.io/play-smt.php?id=asianet_raj
ASIANET,https://smt.passwdword.xyz/Smart.php?id=asianet_raj
ASIANET,https://smt.passwdword.xyz/Smart.php?id=asianetnews_raj
Asianet News,https://tzh911.qzz.io/play-smt.php?id=asianetnews_raj
ASMR行車紀錄,https://edgeone.passwdword.xyz/ofiii.php?token=passwd&id=ofiii94
