央视,#genre#
Nick Jr,https://smt.passwdword.xyz/Smart.php?id=Nickelodeon
八大第一台,https://smt.passwdword.xyz/Smart.php?id=badafirst
八大精彩台,https://4gtvmobile-mozai.4gtv.tv/gUUFR07nflt-cS_37Yq77uJLYggfufYUWU9HAU_4feY%3d/index.m3u8?token=RqJaM8OnuOGyj_JG4NthNQ&expires=1764569612&token1=G4hEcb0WAhTIBecCP0vA_A&expires1=1764569612&refer=YmUyYzBlYmUtMmJmMi00NzZiLTlhMDEtYWQ3MTNmODE2MGE5&y=0
八大精彩台,https://4gtvmobile-mozai.4gtv.tv/gUUFR07nflt-cS_37Yq77uJLYggfufYUWU9HAU_4feY%3d/index.m3u8?token=RqJaM8OnuOGyj_JG4NthNQ&expires=1764569612&token1=G4hEcb0WAhTIBecCP0vA_A&expires1=1764569612&refer=YmUyYzBlYmUtMmJmMi00NzZiLTlhMDEtYWQ3MTNmODE2MGE5&y=0
八大戏剧台,https://smt.passwdword.xyz/Smart.php?id=badadrama
八大娱乐台,https://smt.passwdword.xyz/Smart.php?id=badaentertain
八大综合台,https://smt.passwdword.xyz/Smart.php?id=badazhonghe
八大綜藝台,https://4gtvmobile-mozai.4gtv.tv/-Gf9ky4D9lUpU0uKzEph-j7c0uZMsLWz6beSrNfj3-U%3d/index.m3u8?token=XKlGeMARajEgRbqtz2Kmsw&expires=1764568990&token1=JELixze6kwJoJuvAAXlMoQ&expires1=1764568990&refer=MjZlNTQxOTMtNWUzMi00OGRmLThmOTItNjcxODg2ZGI2NGEx&y=0
超人力霸王台,https://edgeone.passwdword.xyz/ofiii.php?token=passwd&id=ofiii187
車迷TV,https://4gtvmobile-mozai.4gtv.tv/RX8kfGam4E8p1cERUnPDK7fdpuitnS1vIPojDMZBCMg%3d/index.m3u8?token=ldFbbW2ARrvO1Y-NbU7s4w&expires=1764569468&token1=SJfAR9CqSCupVCpPNsGr7A&expires1=1764569468&refer=MmQ1YjkzMGQtOTU4ZC00NDRlLWIzYmUtM2MxMWE3YjM1NTQ3&y=0
大愛電視,https://4gtvmobile-mozai.4gtv.tv/OgKhKFFh7jcJrIN8NTHPQvBwbBaZesU68RLYui1k9zU%3d/index.m3u8?token=FYMQAsdglhTxvP7i9RyaQA&expires=1764568940&token1=H6ftPu_R9XWJLU6Gxpj43Q&expires1=1764568940&refer=MzQzYmJhYWUtOWJlYy00MzkxLWJkM2QtNTU0OWI3ZDFiODA3&y=0
大愛二台,https://4gtvmobile-mozai.4gtv.tv/C_rkULk72dhvsbLs7RmoYlJ0fH-BtAuuiXwFCkfttxk%3d/index.m3u8?token=G1X-RY5HLhmm6zm4Afis-Q&expires=1764569766&token1=OWcl8NXKXJHxdrbZ7idUmg&expires1=1764569766&refer=MDgwMDQ5MjEtMTFhMi00NDMyLTgxNzctNjQ1ODk3MDNiYmY5&y=0
電動車時代,https://edgeone.passwdword.xyz/ofiii.php?token=passwd&id=ofiii215
電影原聲台CMusic,https://4gtvmobile-mozai.4gtv.tv/WM7FcfCuAzMeeVknQmgiAbX-LgyrYAEs0YVnffOC13g%3d/index.m3u8?token=lBZapKSaI2DejLYAwtMgHw&expires=1764569384&token1=ZoNKr4Bf7tDnn1mlrU-QxA&expires1=1764569384&refer=MTljNTY2NGUtZWQ3ZS00NWQyLWE0ZjAtZjU0NzYwOGViNjBl&y=0
东森超视,https://smt.passwdword.xyz/Smart.php?id=ettvsuper
东森戏剧台,https://smt.passwdword.xyz/Smart.php?id=ettvdrama
东森综合台,https://smt.passwdword.xyz/Smart.php?id=ettvzhonghe
東森娛樂台,https://edgeone.passwdword.xyz/ofiii.php?token=passwd&id=ofiii32
哆啦Ａ夢台,https://edgeone.passwdword.xyz/ofiii.php?token=passwd&id=ofiii22
哆啦Ａ夢台,https://edgeone.passwdword.xyz/ofiii.php?token=passwd&id=ofiii23
新哆啦A夢(中文版)2台,https://edgeone.passwdword.xyz/ofiii.php?token=passwd&id=ofiii24
公視金獎台,https://edgeone.passwdword.xyz/ofiii.php?token=passwd&id=ofiii13
滾動力rollor,https://4gtvmobile-mozai.4gtv.tv/2Q0OcMj4FwhbUFXiIhcaqVpu0ZB1IpbQzaWrtRRqxyw%3d/index.m3u8?token=gNvkqEdZy28NzRPWqupIPg&expires=1764569498&token1=F9oWSRdQ-XMyXAyBHZDkZg&expires1=1764569498&refer=YjU2Zjc0NmUtMmZkYS00NzE2LWI3NGMtODhmNDc3MjRjNTE0&y=0
韓國娛樂台 KMTV,https://4gtvmobile-mozai.4gtv.tv/oAO8YEIGBQJxKoBOOxnAgOjr9Rn5OSPPiYIO_izAhjo%3d/index.m3u8?token=rxiFWtGSMeel09cqBcc6CQ&expires=1764569359&token1=J7G2rNF2evokbBj4mEtSOg&expires1=1764569359&refer=ZmFiMzlhMTEtYmFhZS00YTAwLTlhOGItZWRiYzU4Zjk4OWI4&y=0
寰宇全視界,https://edgeone.passwdword.xyz/ofiii.php?token=passwd&id=ofiii204
經典電影台,https://4gtvmobile-mozai.4gtv.tv/ocUYAUGvv7biv4TpSO_3RAlSVh1f0ROEExxyg5zcOVQ%3d/index.m3u8?token=3__F4rZkjCHPGVfF8GH8Tg&expires=1764569861&token1=Od5bGMJQU7BWlAy3aPSlVA&expires1=1764569861&refer=MGYzNjcxYzYtZjkyMC00ZGM2LTlhOWMtZDc0NDg0YmE4NjVh&y=0
經典劇場,https://edgeone.passwdword.xyz/ofiii.php?token=passwd&id=ofiii38
精選動漫台,https://4gtvmobile-mozai.4gtv.tv/dLJrrZ61wFqnpgiS20pJZbNQ-C5Cf37DjnAJFc1HlGE%3d/index.m3u8?token=Wty7Zxx8cAv8RO9fSV9viQ&expires=1764569879&token1=Vi3GugMp6UtLN4juRt4xVg&expires1=1764569879&refer=ZjJjNmY0NDQtMTBjNy00N2U5LTkzNDMtMDg0YWIwMDcxNDk0&y=0
靖天電影台,https://4gtvmobile-mozai.4gtv.tv/p1Yij6yZ72waQMwZgqMIr_TjBhjtM0qpvVFjLg75CTg%3d/index.m3u8?token=nk2qJRFALeYqXS33RlCTTw&expires=1764569707&token1=BSgMXfO25hyOGM1krQpoKA&expires1=1764569707&refer=YTFkMDI5MzUtZDNhYi00YTEyLWFjZDItMzM5MzUwMzNmNzA0&y=0
靖天欢乐台,https://4gtvmobile-mozai.4gtv.tv/d7GC_hiXYycBKbr_l3AIlcXXeqidbQ8iRbH1wPXeNEs%3d/index.m3u8?token=dVxqBuPgjRdqFArx1HTDLg&expires=1764569332&token1=ygnDRIoJA_V3QdbrNt_9ig&expires1=1764569332&refer=MWIyMmQyN2YtMzI3OS00N2FjLThiNTYtYjQxODViZTFiZDg2&y=0
九九敬老頻道,https://edgeone.passwdword.xyz/ofiii.php?token=passwd&id=ofiii99
龙祥时代,https://smt.passwdword.xyz/Smart.php?id=lungxiangtime_twn
龙祥时代,https://smt.passwdword.xyz/Smart.php?id=lungxiangtime_twn
民視異言堂,https://edgeone.passwdword.xyz/ofiii.php?token=passwd&id=ofiii211
歐飛電影台,https://edgeone.passwdword.xyz/ofiii.php?token=passwd&id=ofiii74
歐飛動作電影台,https://edgeone.passwdword.xyz/ofiii.php?token=passwd&id=ofiii75
人間衛視,https://4gtvmobile-mozai.4gtv.tv/KlbaFvYswQ3z97QSlr-28b6hDBwapTLyW_JKAm1cdEo%3d/index.m3u8?token=KKZddTk-o77GVW0aRPuNHg&expires=1764569776&token1=TPrneOKgHk1sFl3nLfnb3Q&expires1=1764569776&refer=MmQ5OGE2YjgtMGU1ZC00ZGYzLWIzODMtNThlMjNhZGNmZTM0&y=0
三立都会台,https://smt.passwdword.xyz/Smart.php?id=sanlidouhui
三立新聞iNEWS,https://4gtvmobile-mozai.4gtv.tv/6pG7QwbHCRySOv5uMxLURr51tFwt5A62YsvI7fQo9rI%3d/index.m3u8?token=SCqxx6WyOeco4ryXrHEu5w&expires=1764569206&token1=j2Iha_Dxmy8Wpv65s7mHFQ&expires1=1764569206&refer=Zjk2MmI0NGItN2MyNy00MjJlLTk2ZDktMGE0YTE3YTVkYmFh&y=0
三立新聞iNEWS,https://edgeone.passwdword.xyz/ofiii.php?token=passwd&id=iNEWS
新唐人亞太台,https://4gtvmobile-mozai.4gtv.tv/WrHA-iXGW2joKSrSohXk5x_eSX03sPQFJXKuUFpn_9Q%3d/index.m3u8?token=53RYtdcWBzfUMWurPb260Q&expires=1764569042&token1=ahdi4LpkfjO4aimHZCsFRg&expires1=1764569042&refer=OGVkYWQ3NzItNjZlNy00YmVkLTgyMDItOWMzNzg4YzYxMGM4&y=0
影迷數位紀實台,https://4gtvmobile-mozai.4gtv.tv/l0HmlNpmo-ggLOkdkJYcrPbYdGR7PjX6mrLHJmUjLhs%3d/index.m3u8?token=M48DeZZtoTgFe3a30bMQDA&expires=1764569655&token1=yicnG-qvabGk3YUqLPNxRg&expires1=1764569655&refer=ZjU4ZmUyYzAtMTY3OS00ZGQ0LWI5YTMtMWVkNzNiNTg5YzY4&y=0
原住民族電視台,https://4gtvmobile-mozai.4gtv.tv/1rielfqzi4BfCSDGqWSNIuIbuCmvoqzL8uaOOUuUUck%3d/index.m3u8?token=s2aBpUnPHsfKEigjHUP4Hg&expires=1764569068&token1=Fgz-eyi12fRTEpGqT7tbbA&expires1=1764569068&refer=N2FhZDk3ZmYtN2IxNy00ODE5LWE3MzEtYTg3MzQwMDhmNzE2&y=0
中國旅遊大探索,https://edgeone.passwdword.xyz/ofiii.php?token=passwd&id=ofiii247
中國美食大探索,https://edgeone.passwdword.xyz/ofiii.php?token=passwd&id=ofiii246
中華一番(中文版),https://edgeone.passwdword.xyz/ofiii.php?token=passwd&id=ofiii168
中視菁采台,https://4gtvmobile-mozai.4gtv.tv/sr-pcZjfaJc9PbzctB3LSn5ELuAnvYArdCoY5pYGUXI%3d/index.m3u8?token=zoSrQcJ_jeUOH9x7fQ3p9g&expires=1764568999&token1=L_flcylI9VtBXBAst5DDiA&expires1=1764568999&refer=MjUwNGM1ZWQtOTliOC00ZTdhLTg2NmUtNzVjYjUyZGQ3ZDU0&y=0
中視經典台,https://4gtvmobile-mozai.4gtv.tv/mDU3qbdIoOZaWBftjksXiYt8BjVXHxpG45L_CK8ye_o%3d/index.m3u8?token=GM-0BaeFb9fskVlwJE6MKw&expires=1764568958&token1=-wsTJ-fm6H38gZmbcuzvvQ&expires1=1764568958&refer=ZGZjNmJmMWUtMTA3Ni00ODQzLTg5ZTUtZmVmZGNiYTgyYWVk&y=0
中天亞洲精采台,https://edgeone.passwdword.xyz/ofiii.php?token=passwd&id=ofiii36
周星馳台,https://edgeone.passwdword.xyz/ofiii.php?token=passwd&id=ofiii73
DW,https://4gtvmobile-mozai.4gtv.tv/ICSYp0TUynopV1Oeqv32UoEm3GzvkjRqBksn9YWcFm8%3d/index.m3u8?token=5LrSdI9Yxmsyl5ICAaHVuQ&expires=1764569819&token1=AUXvuTU-H7fmTtbajMeOLw&expires1=1764569819&refer=NWI5OTJlNmYtYTcxMy00ZDc4LWE1NTMtZjlkNjQwYzg2Mjdm&y=0
DW,https://mytvsuper.858.qzz.io/jump?url=https://mytv.passwdword.xyz/mytv265.php?id=CDW1
DW,https://ofiii.passwdword.xyz/mytv265.php?id=CDW1
DW,https://smt.passwdword.xyz/Smart.php?id=dw_twn
DW,https://smt.passwdword.xyz/Smart.php?id=dw_twn
AEC,https://smt.passwdword.xyz/Smart.php?id=AEC
AOD,https://smt.passwdword.xyz/Smart.php?id=Aodhd
Arirang,https://4gtvmobile-mozai.4gtv.tv/m8CqJxfzgrg_-aqKzhTM9nOmbA7lc9Yh_vitpYT_NDw%3d/index.m3u8?token=xJCU4qBgplf6dCH8i264sA&expires=1764569052&token1=mUuV4gMW80MzV__kaqVvKg&expires1=1764569052&refer=MGMwY2E5MjMtNDkyZS00MDQ2LWEzZjEtYzNmNTgxNGMxMGIz&y=0
ASMR行車紀錄,https://edgeone.passwdword.xyz/ofiii.php?token=passwd&id=ofiii94
AXN,https://mytvsuper.858.qzz.io/jump?url=https://mytv.passwdword.xyz/mytv265.php?id=CAXN
AXN,https://ofiii.passwdword.xyz/mytv265.php?id=CAXN
AXN,https://smt.passwdword.xyz/Smart.php?id=axn_twn
AXN,https://smt.passwdword.xyz/Smart.php?id=axn_twn
AXN,https://smt.passwdword.xyz/Smart.php?id=Axn
AXN,https://smt.passwdword.xyz/Smart.php?id=Axn
AXN,https://smt.passwdword.xyz/Smart.php?id=Axn
Bloomberg TV,https://4gtvmobile-mozai.4gtv.tv/WScG5eQ1r1XTwuSUiqOQ2SWkuIvzI7-8k19uxMWkOrg%3d/index.m3u8?token=El3TicN8gUd1xuqnfeF7_w&expires=1764569247&token1=q_fp3868_3HlSCmqgj5t8A&expires1=1764569247&refer=OWFhYjJkNzUtY2UxOS00ZjI3LWJiYjQtZGRhMDNmMDQ4YWZk&y=0
CGTN,https://smt.passwdword.xyz/Smart.php?id=CGTN
CGTN,https://smt.passwdword.xyz/Smart.php?id=CGTN
CGTN,https://smt.passwdword.xyz/Smart.php?id=CGTN
CI,https://4gtvmobile-mozai.4gtv.tv/eIdLTpIifnhLQfXfrOBhDbUA9aJJRCeoIdPFHbGRn_g%3d/index.m3u8?token=rdSSGOXgatuNOjSqGdt7Mg&expires=1764569634&token1=iWZ6gXRZC4db5s-GYxBmYw&expires1=1764569634&refer=NzQ3MjA2NTktNjY1My00MDFmLWI4ZjgtOWU1ZjBiZWY2ZGI5&y=0
CinemaWorld,https://4gtvmobile-mozai.4gtv.tv/26MRDeudW8b00nJOpBrYe23fiJ6q49he-SU4DTk33D8%3d/index.m3u8?token=WL_fvB4Xs0cLdOT7tpdQIw&expires=1764569731&token1=KpqplAw2-o8iXlkYVdHkxw&expires1=1764569731&refer=ZTIxZDVmMjYtMjBhOS00YzllLTg3N2YtMDE2NjNiOTczNTYz&y=0
CINEMAX,https://smt.passwdword.xyz/Smart.php?id=cinemax_twn
CINEMAX,https://smt.passwdword.xyz/Smart.php?id=cinemax_twn
CINEMAX,https://smt.passwdword.xyz/Smart.php?id=Cinemax
CINEMAX,https://smt.passwdword.xyz/Smart.php?id=Cinemax
CLASSICA 古典樂,https://4gtvmobile-mozai.4gtv.tv/w9FsD4AZHYLK_bE-Sb-ENR8Aj23a6_fGorf3E6XK5so%3d/index.m3u8?token=mHP_E86CTST4HYpdrZQq1Q&expires=1764569418&token1=7TXu0AzdnpsBjZ5jVWOh0w&expires1=1764569418&refer=NDM5M2RhZTctMTliOC00Y2QxLWI3MmQtMTFmMDBhYTc5MzRh&y=0
CNA,https://smt.passwdword.xyz/Smart.php?id=cna
CNA,https://smt.passwdword.xyz/Smart.php?id=cna
CNA,https://smt.passwdword.xyz/Smart.php?id=cna_twn
CNA,https://smt.passwdword.xyz/Smart.php?id=Mewatch_cna
CNA,https://smt.passwdword.xyz/Smart.php?id=cna
CNBC Asia 財經台,https://4gtvmobile-mozai.4gtv.tv/cTks4FnJoKTvw5MgeKjuxD-4CdYj_EqLh6Q-lKiXWTM%3d/index.m3u8?token=_AuvUEOAgLc3xxQjJSFcbg&expires=1764569808&token1=DhE-tbQZIQkm-FVjC2XhhA&expires1=1764569808&refer=YzVhNWZjOTQtZDY4Yi00YThkLTg0MTgtNDI1Y2RlM2NlZjg5&y=0
CNN,https://smt.passwdword.xyz/Smart.php?id=cnn_twn
CNN,https://smt.passwdword.xyz/Smart.php?id=cnn_twn
Concerto,https://ofiii.passwdword.xyz/mytv265.php?id=CONC
DayStar,https://edgeone.passwdword.xyz/ofiii.php?token=passwd&id=daystar
Focus風采戲劇台,https://edgeone.passwdword.xyz/ofiii.php?token=passwd&id=ofiii1048
Focus探索新知台,https://edgeone.passwdword.xyz/ofiii.php?token=passwd&id=ofiii82
France 24,https://4gtvmobile-mozai.4gtv.tv/OJzh_uhPAjV7mD9Br9HTqpQZORSCwp52njKVbkauRYs%3d/index.m3u8?token=R7eNoxi67WVbVC4Fa2fL-A&expires=1764569791&token1=tGzx6zQC8qXRFh9Io6RvVg&expires1=1764569791&refer=OTUyNTM0MDktY2E5OS00MDMwLTg3MWEtNDgyM2FlNjlkZWNk&y=0
fun探索娛樂台,https://4gtvmobile-mozai.4gtv.tv/wqeUBXSaXIyp4P23uUq-5FFwg2D7ocHc-sCCjmZyuEI%3d/index.m3u8?token=WJj2moanw8-V8ibxUES_AA&expires=1764569516&token1=aU67e7XEpBcfyUJdfujKAg&expires1=1764569516&refer=NDAyOTljYzktYmIwYi00NWU0LWExNzUtZDNjYjE1MjhhYmEx&y=0
GINX Esports TV,https://4gtvmobile-mozai.4gtv.tv/Y7oulFJ13xuV-TYm5pbVrhyyfvyU2dSton_1bisk7n8%3d/index.m3u8?token=hgW0XftvuVlgYXi8tyC0mA&expires=1764569475&token1=awk_aQH8rGfxVHok9E-5Pw&expires1=1764569475&refer=MjEyYjlmZmYtOGUxMy00OWM4LWEzYjctZjk4YWQ3NmJhYzFh&y=0
Global Trekker,https://4gtvmobile-mozai.4gtv.tv/QBYBxPtnuFdbf5yC3lxaTWRhiuWLK2zORuKail1kr2A%3d/index.m3u8?token=14MU0DXZLK-a4LvqKu99aA&expires=1764569060&token1=ln_YA-Pori2ESP1wXMeJ5A&expires1=1764569060&refer=MWU5NmZkZWEtZGUzNC00OThhLWJiMWQtYzQyMWMwMTk0NGNh&y=0
